queries,response
"Somalia, Flood, Flash flood, Reuters, 2024, Mogadishu",0
"Ice cream, Product recall, Listeria",0
"Ohio, Efficient energy use, Efficiency, Rebate",0
"Tornado, National Weather Service, Tornado watch, Pennsylvania, Severe weather, Tornado warning, Pittsburgh",0
"Panama national football team, United States men's national soccer team, Timothy Weah, 2024 Copa América",0
Nexon,0
"Marcelo Bielsa, Uruguay national football team, Copa América, CONMEBOL, United States men's national soccer team",0
"Seattle Storm, Dallas Wings, WNBA, Jewell Loyd",0
"Rocket, Space launch",0
"Dr. Reddy's Laboratories, Nicotine replacement therapy",0
"Australia and New Zealand Banking Group, Banking Code, Australia, Financial services, Finance",0
"Drunk driving, Driving under the influence",0
"Ariane 6, European Space Agency, Rocket, SpaceX",0
"Finance, Savings, Financial plan",0
"Tropical cyclone, Hurricane Beryl, National Hurricane Center, Caribbean",0
"Al-Shabaab, Uganda, Somali Armed Forces",0
"Cristiano Ronaldo, Portugal national football team, Slovenia national football team, UEFA Euro 2024, Jan Oblak",0
"Basketball, FIBA",0
"Exchange-traded fund, ASX, Investment fund, Betashares, The Vanguard Group",0
"OpenSSH, Vulnerability, Secure Shell, Arbitrary code execution, Qualys, Linux, Common Vulnerabilities and Exposures",0
"Phoenix Mercury, Connecticut Sun, WNBA",0
"Engineering, Project management, Consultant",0
"Carlo Acutis, Catholic Church, Canonization, Pope Francis, Millennials",0
"Maryland Terrapins women's basketball, Croatia, Basketball",0
"Dog, Personal grooming, Cat",0
Efficient energy use,0
"Mukesh Ambani, Nita Ambani, Mohan Bhagwat, Ambani family, Rashtriya Swayamsevak Sangh",0
"Finance, Risk management",0
"VHS, Computer, Videocassette recorder, DVD",0
"Romania national football team, Netherlands national football team, Netherlands, UEFA Euro 2024",0
"River Point Community Church, Accident, State Route 365, Habersham County, Driving under the influence",0
"Kilmarnock F.C., UEFA Europa League, Cercle Brugge K.S.V.",0
"Initial public offering, Analysis, South Korea, Valuation",0
"Stena RoRo, Roll-on/roll-off, Attica Group, Stena Line",0
"Document management system, Dell Technologies, IBM, Market research, Microsoft, Software",0
"Nasdaq, Finance, Fair value",0
"Severe weather, Thunderstorm",0
"Manmohan Singh, George Soros, Amrit Singh, Indian National Congress",0
"Government budget, Union budget of India, Finance, Nirmala Sitharaman",0
"Soccer at the Summer Olympics, Kylian Mbappé, Summer Olympic Games",0
"Reimbursement, Income tax, Income tax return, Tax deduction at source",5
"Inflation, European Central Bank, Eurozone",0
"Investment fund, Mutual fund, Finance",0
"South by Southwest, United States Army, Sponsor",0
"PG&E Corporation, Northern California, Heat wave",0
"2024 Copa América, Argentina national football team, Uruguay national football team",0
"Esporte Clube Juventude, Fortaleza Esporte Clube, Campeonato Brasileiro Série A",0
"Nebraska, Crete",0
"EA Sports, Electronic Arts",0
"Türkiye, Syria, Recep Tayyip Erdoğan, Riot",5
"Alex Morgan, U.S. Soccer, Olympic Games Paris 2024, Emma Hayes",0
"Jamie Foxx, Corinne Foxx, Inpatient care",0
"Rhea Chakraborty, Sushmita Sen, Podcast, Talk show, Sushant Singh Rajput",0
"Fosun Pharma, Fosun International, Biotechnology, Buyout",0
"Rob Zastryzny, Milwaukee Brewers, Colorado Rockies, Pitcher, Dallas Keuchel, Austin Gomber, Chicago Cubs",0
"Carmel-by-the-Sea, Big Sur, Patrice Pastor, Monaco",0
"Artificial intelligence, Goldman Sachs",0
"Cargotec, Nasdaq, Demerger, 2024, HEL:CGCBV, OMXH",0
"GlobalFoundries, Semiconductor, Gallium nitride, Semiconductor industry",0
"Endangered species, South Africa",0
"Emmanuel Amunike, Nigeria Professional Football League, Heartland FC Owerri, Nigeria Football Federation",0
"Niva Bupa, Initial public offering, Health insurance, Crore, Red herring prospectus, Securities and Exchange Board of India",0
"Identity theft, Federal Trade Commission",0
"Capcom, Resident Evil 7: Biohazard, Kōshi Nakanishi",0
"Sustainability, Construction, Green building, Finance",0
"Colorado Rockies, Milwaukee Brewers, Jake Cave",0
"Thunderstorm, Severe thunderstorm warning, Arizona, Tucson",0
"Junior doctor, National Health Service, Strike action, Industrial action, Medicine, British Medical Association",0
"Nate Diaz, Jorge Masvidal, Boxing",0
"Finance, India, Financial crime, Cybercrime",0
"Air Europa, Turbulence, Boeing 787 Dreamliner",0
"Sri Lanka, Country Manager, Maldives, World Bank Group, Nepal",0
"Funko, Team Fortress 2",0
"Final Fantasy XIV, Square Enix",0
"Petroleum, Ministry of Mines and Energy, Namibia",0
"Norway, Svalbard, Arctic",0
"FromSoftware Inc., Downloadable content",0
"Nasdaq, Stock market",0
"Terminal illness, Blackpool Victoria Hospital, National Health Service, Sleep",0
"Magic Knight Rayearth, Anime, Clamp, TMS Entertainment, Kodansha",0
"Ukraine, Lloyd Austin, The Pentagon, United States Department of Defense, July 2",5
"Ghana, Supreme court, LGBT, Law",0
"Pakistan, China, China–Pakistan Economic Corridor, Shehbaz Sharif",0
"Legal education, Law, Innovation",0
"Manchester United F.C., Chelsea F.C., Dan Ashworth, Transfer window",0
"Xiaomi, Drink, Filtration, Kettle, Water Filter",0
"Rachel Leviss, Vanderpump Rules, Tom Sandoval",0
"Manitoba, Clinic",0
"Pakistan, France, Memorandum of understanding",0
"Celtic F.C., Brendan Rodgers, Vålerenga Fotball, UEFA Champions League, Rangers F.C.",0
"Drama, China, Bilibili, New Classics Media",0
"Market research, Industry, MarketsandMarkets Research Pvt. Ltd, Market share, 2030",0
"Cardano, Cryptocurrency, Regulatory compliance, Sustainability",0
"WNBA, Tom Brady, Magic Johnson, Dwyane Wade, Las Vegas Aces",0
"Iran, Ali Khamenei, Islamic Revolutionary Guard Corps, Iranian Revolution",0
"Startup company, Singapore, China, Artificial intelligence industry in China",0
"Grape, Chile, Table grape, Fruit",0
"Plaza Premium Lounge, Airport lounge, Fiumicino, Skytrax, Dubai International Airport, Leonardo da Vinci–Fiumicino Airport",0
"Jeremy Clarkson, Cotswolds AONB, Top Gear, The Grand Tour",0
"Wockhardt, Antibiotics, Habil F. Khorakiwala, Pharmaceutical industry",0
"Samsung Galaxy, Artificial intelligence",0
"River cruise, France, Tourism",0
"North Korea, Korean Demilitarized Zone, Korean War",0
"India, Taxation of digital goods, E-commerce",0
"The Rockefeller Foundation, Mentorship, India, John Davison Rockefeller, Career",0
"Supreme Court of the United States, Regulation",5
"Mortar, Shell, Samba, Jammu",0
"Brandon Nimmo, New York Mets, Washington Nationals",0
"Heimir Hallgrímsson, Jamaica Football Federation, Head coach, Copa América",0
"NASA, 2001 Mars Odyssey, Volcano, Olympus Mons, Solar System, Jet Propulsion Laboratory",0
"Gong Cha, Bubble tea, Puerto Rico, Franchising",0
Lift irrigation,0
"HSBC, Nationwide Building Society, Barclays, Virgin Money UK, Online banking",0
"Saudi Arabia, Conjoined twins, King Salman Humanitarian Aid And Relief Centre, United Nations",0
miHoYo,0
"Ashok Soota, Share price, BSE",0
"Financial endowment, Student, Finance",0
"New Japan Pro-Wrestling, Will Ospreay",0
"China, Vanuatu, Presidential palace, Charlot Salwai",0
"Manchester, Stabbing, Stab wound, Fallowfield",0
"Germany, Ifo Institute for Economic Research, Ifo Business Climate Index",0
"Sharon Corr, Ryanair, The Corrs, Violin",0
"Czech Republic national football team, Türkiye national football team, UEFA Euro 2024, Türkiye",0
"Red Sea, Gulf of Aden, Africa, Somalia",0
"Go Min-si, Lee Seo-jin, Choi Woo-shik, V, Park Seo-joon, tvN, Jung Yu-mi, BTS, Youn's Kitchen",0
"Eminem, Big Sean, Hip hop music",0
"United Kingdom, Met Office, Heat wave",0
